country_code,country_name,continent,population,air_pollution_pm25,infant_mortality_rate,life_expectancy_both,life_expectancy_female,life_expectancy_male,obesity_prevalence,tuberculosis_incidence,under5_mortality_rate,adult_literacy_rate,basic_water_access_pct,gdp_per_capita,health_expenditure_per_capita,hospital_beds_per_1000,measles_immunization_pct,neonatal_mortality_rate,physicians_per_1000,population_total,urban_population_pct,cases_per_1m,deaths_per_1m,case_fatality_rate,health_system_index,socioeconomic_index,health_outcome_score
FLK,Falkland Islands (Malvinas),South America,3539.0,12.815315,41.82795715,77.38377726,21.65028288,66.24360573999999,26.6116885,85.5,13.5728549685,94.57131334997685,95.41614476396654,6472.54544924705,507.06231689,2.02,91.0,7.4,2.3354999999999997,19197744.0,77.4595528518377,545352.0,0.0,0.0,0.4554984946667363,0.5664195443590224,0.3489017841543743
FRA,France,Europe,65584518.0,9.00147,0.090000004,79.773758,27.50978774,69.77737462,10.332728,95.0,3.3140584,99.61000061035155,100.0,40408.2848574751,4519.98583984,5.96,92.0,2.6,3.243,67382061.0,78.6890784549356,612013.0,2556.0,0.4177,0.6906025920831312,0.693228401509525,0.7923398955517202
FRO,Faroe Islands,Europe,49233.0,12.1386,0.179999996,80.90340137,23.28289156,69.14331489,21.059428,95.0,3.3101959115,99.61000061035155,100.0,63068.2872688483,2908.83154297,5.050000000000001,95.0,2.3,3.892,51792.0,38.3945655822754,703959.0,569.0,0.0808,0.6472321737835098,0.5932047066310385,0.8213235143422335
FSM,Micronesia,Australia-Oceania,117489.0,8.12769,0.034125432,65.9434567,16.97897149,56.68680503,45.596629,78.0,20.41340398,87.6600036621094,97.67658476709235,13712.331325228035,254.83047485,2.1149999999999998,94.0,12.6,3.808,596966.5,59.2461548826604,225953.0,553.0,0.2448,0.499516567513225,0.47979522832656557,0.2822218943976807
GAB,Gabon,Africa,2331533.0,26.28642,100.0685425,64.97251699,14.71791721,57.56375199,9.9248238,70.0,33.210060478,49.0,87.472846570073,7441.1786472281,205.99945068,1.1400000000000001,62.0,19.1,0.603,2267706.0,89.9031850170394,21038.0,132.0,0.6259,0.2729074419481913,0.40432970302466464,-0.5537059652297627
GBR,UK,Europe,68497907.0,7.81825,10.89427757,82.91700525,25.24858138,69.38015713,26.980507,93.0,4.194548796,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,363666.0,3389.0,0.9318,0.6471878184943698,0.668915231382778,0.7914584215639907
GEO,Georgia,Asia,3968738.0,18.63592,0.100000001,69.09659935,19.04885748,67.98174162,33.475772,94.0,9.238188723,99.8757151699707,96.6127357061039,4741.2832715876,339.86679077,4.61,99.0,5.4,7.452,3720161.0,58.6304091780343,469082.0,4317.0,0.9203,0.6398653666809208,0.5092806541982791,0.46128948989487567
GHA,Ghana,Africa,32395450.0,43.36725,10.60001993,63.4683531,15.45444417,57.94305064,4.7266766,97.0,32.582783114,49.0,84.7696150287459,2186.65822682613,71.14958191,1.1400000000000001,92.0,21.0,0.104,31258945.0,55.7246279109161,5306.0,45.0,0.8505,0.3452319244830107,0.2488913199054833,0.03794192212192299
GIB,Gibraltar,Europe,33704.0,12.1386,0.179999996,80.90340137,23.28289156,69.14331489,21.059428,95.0,3.3101959115,99.61000061035155,100.0,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,35494.0,100.0,609720.0,3353.0,0.5499,0.6472321737835098,0.780696770237547,0.8213235143422335
GIN,Guinea,Africa,13865691.0,45.35609,132.5555573,59.79601929,16.01614288,53.50947382,10.914588,53.0,59.875586285,49.0,68.1651301407792,1031.34146480732,42.16910172,1.1400000000000001,50.0,32.2,0.1265,13034346.0,36.1281547546387,2782.0,34.0,1.2133,0.15767149996356972,0.16512731008631368,-1.1477791515873026
GLP,Guadeloupe,North America,399794.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,31.235856,93.5,12.224410456,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,508349.0,2554.0,0.5024,0.46438071639994716,0.5417096279086174,0.2744232305723171
GMB,"Gambia, The",Africa,2558482.0,34.91114,10.60001993,66.97529172,15.4819579,56.30803239,8.0096453,88.0,43.04385634,49.0,84.4361946965619,738.186751987483,23.21861267,0.96,85.0,26.0,0.077,2456844.0,61.643210849607,4935.0,145.0,2.9463,0.31649786510793626,0.2690055148356571,0.03900257382948363
GNB,Guinea-Bissau,Africa,2063367.0,42.65118,10.60001993,58.97631495,15.47214362,51.80932556,13.174364,78.0,53.709431106,54.8800010681152,61.2378280860905,811.216425885129,53.98390961,1.1400000000000001,79.0,35.7,0.1265,1967696.0,43.8745574951172,4659.0,86.0,1.8411,0.23006894519519747,0.22415131213735728,-0.262990522360955
GNQ,Equatorial Guinea,Africa,1496662.0,26.4746,10.60001993,63.04898321,15.62081218,53.50747979,27.609569,62.0,56.112555337,49.0,70.944581483911,6804.14923073888,223.14128113,1.1400000000000001,51.0,29.2,0.1265,1670177.0,70.1175419547293,11512.0,122.0,1.0622,0.1755426112968046,0.32128421971510324,-0.17719997310325358
GRC,Greece,Europe,10316637.0,14.36616,8.409999847,80.90744762,22.41632076,69.14331489,27.439916,99.0,3.479971712,99.61000061035155,99.999997048057,19335.3602002969,1569.02844238,4.15,97.0,2.5,6.163,10721582.0,78.1888100466875,591412.0,3671.0,0.6207,0.6474076506880448,0.6303921212559005,0.7624096898410554
GRD,Grenada,North America,113475.0,10.22044,46.3327198,70.45529704,16.7164911,62.25767399,28.254652,94.0,16.792381049,91.40634550729564,96.7258902380545,10462.7929159533,515.94726563,2.1149999999999998,94.0,12.5,2.3970000000000002,115981.0,36.1346465679904,173545.0,2097.0,1.2086,0.47250077191388595,0.39331703263468,0.10804781655195694
GRL,Greenland,North America,56973.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,22.53436,93.5,12.224410456,91.40634550729564,100.0,53309.2035905065,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,56225.0,87.0217895507812,210117.0,369.0,0.1754,0.4745626555935286,0.7257644707331526,0.2744232305723171
GTM,Guatemala,North America,18584039.0,21.78182,73.12680054,72.70697215,21.45426178,62.53651792,24.69409,88.0,18.003705335,91.40634550729564,92.0910526006257,4511.99839552697,278.59024048,0.47,90.0,11.2,2.3970000000000002,17103803.0,54.1882267267974,69484.0,1092.0,1.5712,0.41080149974889685,0.45025145735775235,-0.03085538775112273
GUF,French Guiana,South America,314169.0,12.815315,41.82795715,77.38377726,21.65028288,66.24360573999999,26.6116885,85.5,13.5728549685,94.57131334997685,95.41614476396654,6472.54544924705,507.06231689,2.02,91.0,7.4,2.3354999999999997,19197744.0,77.4595528518377,312065.0,1337.0,0.4284,0.4554984946667363,0.5664195443590224,0.3489017841543743
GUM,Guam,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
GUY,Guyana,South America,794045.0,11.25286,41.82795715,71.99458988,19.39624019,57.24822441,26.19327,99.0,26.970850931,94.57131334997685,94.7537064552483,6405.82443444562,314.0977478,2.15,98.0,18.0,2.3354999999999997,807665.0,26.4258834773058,93366.0,1637.0,1.7535,0.4717147698783298,0.3567649263762049,0.09153692978908107
HKG,"Hong Kong SAR, China",Asia,7604299.0,27.16498,1.803160906,74.57707156,20.39267473,65.53234464,17.022085,96.0,13.614667316,87.6600036621094,100.0,48359.0011950597,279.27058410999996,2.615,97.0,8.6,2.255,7507900.0,100.0,386309.0,1963.0,0.508,0.4892763666711476,0.7470002178122118,0.5549117836896835
HND,Honduras,North America,10221247.0,19.08141,46.3327198,72.89977764,17.35928654,62.34940977,27.409381,88.0,13.316700793,88.5100021362305,93.9610018338129,2502.32744328073,183.75006104,0.65,89.0,9.9,2.3970000000000002,9943633.0,56.3791561389766,46432.0,1092.0,2.3526,0.41314657954737577,0.4397217272806635,0.20221333351833815
HPC,Heavily indebted poor countries (HIPC),,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
HRV,Croatia,Europe,4059286.0,15.21878,0.029999999,75.58179922,19.70571632,66.66338329,28.151074,94.0,4.007141964,99.61000061035155,99.9017118309549,15563.5987295029,1063.54443359,5.78,93.0,3.0,3.59,3949390.0,56.303247958306,322650.0,4604.0,1.4268,0.5840405232419903,0.5296858911284245,0.6769804237651115
HTI,Haiti,North America,11680283.0,9.7806,46.3327198,64.1641267,16.28367079,54.46786523,13.61457,54.0,45.045881177,91.40634550729564,69.7360086923955,1352.17204191532,49.32995987,4.89,74.0,25.0,2.3970000000000002,11105163.0,52.0069059952475,2968.0,74.0,2.4807,0.3532979144351419,0.4321842237770923,-0.3018319954539824
HUN,Hungary,Europe,9606259.0,14.24457,0.239999995,76.33548535,17.71747954,66.59236063,26.653579,99.0,3.77515136,99.61000061035155,99.4779522735121,17012.8598553199,1062.15869141,6.91,99.0,2.2,3.494,9694824.0,70.4565277099609,232164.0,5106.0,2.1992,0.6180166169418317,0.5919567597707903,0.6972600244593168
IBD,IBRD only,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
IBT,IDA & IBRD total,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
IDA,IDA total,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
IDB,IDA blend,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
IDN,Indonesia,Asia,279134505.0,18.44526,2.40712595,71.40110181,19.04356359,62.47943333,5.163734,85.0,19.271511131,87.6600036621094,88.7538936468124,4106.94856160358,118.22380829,1.16,88.0,11.3,0.462,272489381.0,55.7382049560547,24466.0,581.0,2.3731,0.3549040616582416,0.43769135295979184,0.4184440035750766
IDX,IDA only,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
IMN,Isle of Man,Europe,85732.0,12.1386,0.179999996,80.90340137,23.28289156,69.14331489,21.059428,95.0,3.3101959115,99.61000061035155,99.4745862903226,87127.5517977404,2908.83154297,5.050000000000001,95.0,2.3,3.892,83957.0,52.1789898247578,443335.0,1353.0,0.3052,0.6455982241506697,0.7191781979253368,0.8213235143422335
IND,India,Asia,1406631776.0,53.02981,10.60000038,70.72711152,18.51853566,61.08155839,6.183831,91.0,29.631498092,74.8938629973395,92.4317828217009,2041.42863698585,60.6913681,1.62,95.0,21.8,0.889,1389030312.0,33.8139578818147,32016.0,379.0,1.1848,0.4043291814426196,0.2812505451037867,0.2536181454499166
IRL,Ireland,Europe,5020199.0,8.65939,5.420000076,83.59929764,25.48073346,70.47920306,28.532895,94.0,2.789279532,99.61000061035155,97.0120539231566,81827.6688873996,5454.31152344,2.88,91.0,2.3,3.317,4976456.0,63.2737009154127,345521.0,1891.0,0.5472,0.6611488337789182,0.7494281952857268,0.8597949944023191
IRN,"Iran, Islamic Rep.",Asia,86022837.0,36.40651,26.73194122,76.36224673,22.18931374,66.55531232,23.061267,99.0,12.133384849,87.3788306734933,97.2741844991019,3997.4935449585,223.64257813,1.85,99.0,8.6,2.255,87051648.0,75.2038879394531,88665.0,1707.0,1.9248,0.4730775580594394,0.5159379795230158,0.4401990985862987
IRQ,Iraq,Asia,42164965.0,39.28878,2.40712595,70.25762098,19.63143943,63.5172592,38.754812,84.0,21.302218802,87.6600036621094,97.7787837240263,5671.8568632942,241.73873901,2.615,86.0,14.7,0.881,41192171.0,69.8683395385742,58474.0,602.0,1.0292,0.41377932386857685,0.5002007987880082,0.37088241677160527
ISL,Iceland,Europe,345393.0,5.56462,4.389999866,83.90044964,25.6651372,71.39375059,18.869404,93.0,2.168663605,99.61000061035155,99.9999970387712,69296.3144361601,5912.00976563,2.8,93.0,1.4,3.892,360563.0,93.9770847416131,607731.0,663.0,0.1091,0.7041153826295352,0.839301327060962,0.8802675558988465
ISR,Israel,Asia,9326000.0,20.42281,7.586018085,84.31971616,23.60837246,71.50510833,22.388023,98.0,2.630563873,87.6600036621094,100.0,44250.6313628073,3335.24511719,3.1,99.0,1.9,3.521,9054000.0,91.6154002002652,519169.0,1363.0,0.2624,0.6342475998538102,0.7007363077758861,0.8648906294644602
ITA,Italy,Europe,60262770.0,12.25537,0.0,80.93606726,23.53272682,71.92354184,17.133439,96.0,2.819327292,99.3499984741211,99.9170340740928,33812.788724868,2908.83154297,3.14,94.0,1.8,4.024,59729081.0,69.5050010681153,443445.0,3261.0,0.7353,0.6160275988864476,0.6352771062131749,0.8276965975463936
JAM,Jamaica,North America,2985094.0,14.8314,46.3327198,69.48005358,20.38805674,65.08336754,16.875832,96.0,19.966202882,91.40634550729564,89.2277179456112,6030.68896415921,390.79431152,1.72,94.0,14.1,2.3970000000000002,2823271.0,56.6957957395074,52551.0,1258.0,2.3944,0.43866635331642734,0.46492403100124996,0.054973020597316014
JEY,Channel Islands,Europe,176463.0,12.1386,0.179999996,80.90340137,23.28289156,69.14331489,21.059428,95.0,3.3101959115,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,576421.0,1292.0,0.2242,0.6471878184943698,0.668915231382778,0.8213235143422335
JOR,Jordan,Asia,10300869.0,26.28272,2.40712595,79.7854181,24.08271719,68.3615608,32.314754,89.0,13.625147664,87.6600036621094,99.1420002561378,4170.1144003465,294.92785645,1.36,87.0,8.6,2.519,10671891.0,91.515966492507,169597.0,1371.0,0.8084,0.4407654296655349,0.5847194954049239,0.6869769158134216
JPN,Japan,Asia,125584838.0,10.5135,0.0,87.15215206,24.28285594,73.58129509,6.4919583,98.0,1.900056899,87.6600036621094,99.0434723765032,40415.9567649547,4431.29980469,12.79,96.0,0.8,2.255,126633000.0,91.7164207898107,269169.0,595.0,0.221,0.7847524129912656,0.6900901569605202,0.9984393673994543
KAZ,Kazakhstan,Asia,19205043.0,38.38617,23.20000076,68.84461035,19.15182192,61.25608677,18.388954,97.0,9.115241565,87.6600036621094,96.6144824644743,9457.12614657136,263.61331177,5.01,99.0,4.7,3.62,19209555.0,59.0832474269546,73514.0,721.0,0.9809,0.5549304094795614,0.46685283026802776,0.2942357174027158
KEN,Kenya,Africa,56215221.0,12.68054,0.794924974,66.50141922,17.37420401,57.1196694,16.48072,93.0,37.24514555,49.0,61.4907638599362,1960.40808854893,85.64528656,1.33,92.0,22.3,0.1265,51202827.0,31.1895566421135,6122.0,101.0,1.6532,0.27690306635243495,0.14753717946625697,0.145468257541032
KGZ,Kyrgyzstan,Asia,6728271.0,40.93953,36.47497177,77.1381149,17.1937226,66.9299728,24.675855,95.0,18.008570102,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,30750.0,445.0,1.4456,0.48287500116152937,0.473030978489054,0.34141151883085846
KHM,Cambodia,Asia,17168639.0,17.30193,0.237949595,72.15942832,15.71590891,59.7685133,3.5881002,88.0,20.642578349,87.6600036621094,77.5132246974306,2225.87705485686,112.5851059,2.615,87.0,11.8,0.211,16481304.0,39.5830241256026,8102.0,178.0,2.1969,0.3341631787451724,0.3659583794608752,0.4415717874845392
KIR,Kiribati,Australia-Oceania,123419.0,7.61811,0.034125432,62.13784891,16.15683373,56.58361318,54.247993,97.0,38.01267632,87.6600036621094,75.8122291109265,1750.9977188915,177.93025208,2.1149999999999998,94.0,23.3,3.808,123921.0,56.2846727145489,41201.0,194.0,0.472,0.42897176119545427,0.43313873935365305,0.029869432175835108
KNA,Saint Kitts and Nevis,North America,53871.0,8.05126,46.3327198,75.29554064,21.44475675,65.4608084,51.73046,97.0,14.194514307,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,122645.0,891.0,0.7265,0.46438071639994716,0.5417096279086174,0.257329227892229
KOR,"Korea, Rep.",Asia,51329899.0,25.04855,0.845762193,83.68842093,23.54951611,72.50021771,6.979806,98.0,2.333373526,87.6600036621094,99.6942402925064,33826.9443301597,2602.4831543,12.43,98.0,1.5,2.458,51764822.0,81.2901063535619,673523.0,700.0,0.1039,0.7314833130445197,0.6282910567471425,0.8980688971984887
KWT,Kuwait,Asia,4380326.0,54.93086,0.0,82.50221054,25.47052373,71.78683473,37.591118,92.0,7.638047073,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,152308.0,587.0,0.3852,0.48287500116152937,0.473030978489054,0.8268950525347227
LAC,Latin America & Caribbean (excluding high income),,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
LAO,Lao People's Democratic Republic,Asia,7481023.0,23.29719,2.40712595,68.35701918,16.34768206,59.43312282,6.8515815,66.0,44.887868855,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,29270.0,101.0,0.3462,0.48287500116152937,0.473030978489054,0.11647002079242366
LBN,Lebanon,Asia,6684849.0,23.77496,2.40712595,79.28679608,21.45789204,68.02622173,28.727019,83.0,13.614667316,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,186068.0,1638.0,0.8805,0.48287500116152937,0.473030978489054,0.674011565043653
LBR,Liberia,Africa,5305117.0,32.50276,10.60001993,64.20078315,16.96396014,54.53679517,18.334357,71.0,58.217971028,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,1525.0,56.0,3.6465,0.25566369694591295,0.20952989939034783,-0.16530845963179075
LBY,Libyan Arab Jamahiriya,Africa,7040745.0,28.10539,10.60001993,71.46825386,19.90152515,62.73251578,35.397673,73.0,8.229297975,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,72048.0,914.0,1.2689,0.25566369694591295,0.20952989939034783,0.4587251227166877
LCA,Saint Lucia,North America,185113.0,8.93856,46.3327198,76.11613744,19.62934002,67.83975966,43.583554,92.0,16.363268437,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,163225.0,2215.0,1.3569,0.46438071639994716,0.5417096279086174,0.2599987060880732
LCN,Latin America & Caribbean,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
LDC,Least developed countries: UN classification,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
LIE,Liechtenstein,Europe,38387.0,12.1386,0.179999996,80.90340137,23.28289156,69.14331489,21.059428,95.0,3.3101959115,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,562013.0,2449.0,0.4357,0.6471878184943698,0.668915231382778,0.8213235143422335
LKA,Sri Lanka,Asia,21575842.0,24.7873,2.40712595,77.45083261,23.19108064,67.08723464,12.065979,99.0,6.947998983,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,31181.0,783.0,2.5116,0.48287500116152937,0.473030978489054,0.6837820374321154
LMY,Low & middle income,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
LSO,Lesotho,Africa,2175699.0,17.35353,10.60001993,48.96196271,14.32705831,45.04266302,7.0800096,92.0,69.503726474,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,16610.0,332.0,2.0007,0.25566369694591295,0.20952989939034783,-0.6622560686121564
LTE,Late-demographic dividend,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
LTU,Lithuania,Europe,2661708.0,11.52105,0.050000001,80.81523162,23.79608232,66.22751262,25.385439,92.0,3.258356636,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,525154.0,3718.0,0.708,0.6471878184943698,0.668915231382778,0.8203736064813412
LUX,Luxembourg,Europe,642371.0,9.24749,3.980000019,82.80168339,26.21669794,71.45517211,16.51611,99.0,1.908238122,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,609044.0,1918.0,0.3149,0.6471878184943698,0.668915231382778,0.8566231311455523
LVA,Latvia,Europe,1848837.0,12.02183,0.039999999,79.97065759,17.4424281,66.02158296,22.750331,99.0,3.355549308,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,531418.0,3632.0,0.6835,0.6471878184943698,0.668915231382778,0.7974852703392475
MAC,Macao,Asia,667490.0,27.16498,1.205510855,74.57707156,20.39267473,65.53234464,17.022085,96.0,13.614667316,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,41458.0,184.0,0.4445,0.48287500116152937,0.473030978489054,0.5590907359622138
MAF,Saint Martin,North America,39730.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,31.235856,93.5,12.224410456,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,310194.0,1586.0,0.5112,0.46438071639994716,0.5417096279086174,0.2744232305723171
MAR,Morocco,Africa,37772756.0,13.20429,10.60001993,74.64020752,19.59489881,63.04346629,20.234507,99.0,16.072459993,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,33860.0,432.0,1.2747,0.25566369694591295,0.20952989939034783,0.47372911553825486
MCO,Monaco,Europe,39783.0,9.21092,0.179999996,80.90340137,23.28289156,69.14331489,21.059428,99.0,2.829076104,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,431868.0,1684.0,0.39,0.6471878184943698,0.668915231382778,0.8254980472099672
MDA,Moldova,Europe,4013171.0,13.63296,28.51000023,77.17009696,20.91747842,62.01226444,23.001324,91.0,12.113294628,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,158265.0,3044.0,1.9237,0.6471878184943698,0.668915231382778,0.44909402650193353
MDG,Madagascar,Africa,29178077.0,16.74053,143.014328,62.82869781,16.57455622,56.23068761,3.5396978,69.0,44.475065878,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,2347.0,49.0,2.0822,0.25566369694591295,0.20952989939034783,-1.007874480748061
MDV,Maldives,Asia,540985.0,12.34235,5.731867313,74.40609129,17.31876986,66.9146939,15.191363,98.0,6.97885464,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,345100.0,584.0,0.1693,0.48287500116152937,0.473030978489054,0.5805409562379538
MEA,"Middle East, North Africa, Afghanistan & Pakistan",,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
MEX,Mexico,North America,131562772.0,17.82781,0.958170772,72.80039996,23.30048209,65.4608084,38.244709,82.0,12.224410456,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,58549.0,2546.0,4.3485,0.46438071639994716,0.5417096279086174,0.5263613815361949
MHL,Marshall Islands,Australia-Oceania,60057.0,7.21485,0.034125432,68.527122495,17.45140595,60.37984099,36.069244,79.0,23.088162568,87.6600036621094,97.67658476709235,13712.331325228035,254.83047485,2.1149999999999998,94.0,12.6,3.808,596966.5,59.2461548826604,268711.0,283.0,0.1053,0.499516567513225,0.47979522832656557,0.3266664180332674
MIC,Middle income,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
MKD,Macedonia,Europe,2081304.0,28.67453,0.289999992,76.25125293,19.22674415,67.24905293,25.592792,92.0,6.464109731,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,168436.0,4793.0,2.8457,0.6471878184943698,0.668915231382778,0.6713735168964122
